[2022-07-08 01:19:08] Ora2Pg version: 23.1
[2022-07-08 01:19:08] Export type: SHOW_TABLE
[2022-07-08 01:19:08] Geometry export type: INTERNAL
[2022-07-08 01:19:08] ORACLE_HOME = /usr/local/oracle/10g
[2022-07-08 01:19:08] NLS_LANG = AMERICAN_AMERICA.AL32UTF8
[2022-07-08 01:19:08] NLS_NCHAR = AL32UTF8
[2022-07-08 01:19:08] Trying to connect to database: dbi:Oracle:host=srv-dbora-03.whebdc.com.br;service_name=DEV_1810;port=1521
[2022-07-08 01:19:09] Isolation level: SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
[2022-07-08 01:19:09] Showing table information...
[2022-07-08 01:20:16] Collecting 26408 tables in DBA_OBJECTS took: 67 wallclock secs ( 0.08 usr +  0.02 sys =  0.10 CPU)
[2022-07-08 01:21:41] Collecting 22920 tables information in DBA_TABLES took: 85 wallclock secs ( 0.21 usr +  0.02 sys =  0.23 CPU)
[2022-07-08 01:21:41] Retrieving column identity information...
[2022-07-08 01:22:26] Looking to subpartition information...
[2022-07-08 01:22:35] Looking to partitioned tables information...
[2022-07-08 01:22:40] Looking to external tables information...
[2022-07-08 01:22:40] [1] TABLE COMERCIAL.AAZF_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20043] TABLE COMERCIAL.SUS_PROCEDIMENTO_OPM (owner: COMERCIAL, 3009 rows)
[2022-07-08 01:24:06] [20044] TABLE COMERCIAL.SUS_PROCEDIMENTO_PREST (owner: COMERCIAL, 16080 rows)
[2022-07-08 01:24:06] [20045] TABLE COMERCIAL.SUS_PROCEDIMENTO_REGISTRO (owner: COMERCIAL, 6779 rows)
[2022-07-08 01:24:06] [20046] TABLE COMERCIAL.SUS_PROCED_DOENCA (owner: COMERCIAL, 3438 rows)
[2022-07-08 01:24:06] [20047] TABLE COMERCIAL.SUS_PROCED_HABILITACAO (owner: COMERCIAL, 5878 rows)
[2022-07-08 01:24:06] [20048] TABLE COMERCIAL.SUS_PROCED_INCREMENTO (owner: COMERCIAL, 1445 rows)
[2022-07-08 01:24:06] [20049] TABLE COMERCIAL.SUS_PROCED_INCREMENTO_ORIGEM (owner: COMERCIAL, 2279 rows)
[2022-07-08 01:24:06] [20050] TABLE COMERCIAL.SUS_PROCED_LOCAL_ATEND (owner: COMERCIAL, 2052 rows)
[2022-07-08 01:24:06] [20051] TABLE COMERCIAL.SUS_PROCED_NIVEL_HIERAR (owner: COMERCIAL, 9869 rows)
[2022-07-08 01:24:06] [20052] TABLE COMERCIAL.SUS_PROCED_PADRAO_AMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20053] TABLE COMERCIAL.SUS_PROCED_SERV_CLASSIF (owner: COMERCIAL, 3301 rows)
[2022-07-08 01:24:06] [20054] TABLE COMERCIAL.SUS_PROCED_TIPO_ATO (owner: COMERCIAL, 4865 rows)
[2022-07-08 01:24:06] [20055] TABLE COMERCIAL.SUS_PROCED_URG_EMERG (owner: COMERCIAL, 618 rows)
[2022-07-08 01:24:06] [20056] TABLE COMERCIAL.SUS_PROC_COMP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20057] TABLE COMERCIAL.SUS_PROC_COMPATIBILIDADE (owner: COMERCIAL, 30 rows)
[2022-07-08 01:24:06] [20058] TABLE COMERCIAL.SUS_PROC_COMPATIVEL (owner: COMERCIAL, 5804 rows)
[2022-07-08 01:24:06] [20059] TABLE COMERCIAL.SUS_PROC_ESPEC_HOSP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20060] TABLE COMERCIAL.SUS_PROC_FAIXA_ETARIA (owner: COMERCIAL, 2373 rows)
[2022-07-08 01:24:06] [20061] TABLE COMERCIAL.SUS_PROC_FINALIDADE (owner: COMERCIAL, 11 rows)
[2022-07-08 01:24:06] [20062] TABLE COMERCIAL.SUS_PROC_LAUDO_AIH_WS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20063] TABLE COMERCIAL.SUS_PROC_LIBERA_IDADE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20064] TABLE COMERCIAL.SUS_PROC_REGISTRO_BPA (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:06] [20065] TABLE COMERCIAL.SUS_PROFISSIONAL_EQUIPE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20066] TABLE COMERCIAL.SUS_PROTOCOLO_AIH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20067] TABLE COMERCIAL.SUS_PROTOCOLO_ENVIO (owner: COMERCIAL, 4 rows)
[2022-07-08 01:24:06] [20068] TABLE COMERCIAL.SUS_PROTOCOLO_ENVIO_CONTA (owner: COMERCIAL, 4 rows)
[2022-07-08 01:24:06] [20069] TABLE COMERCIAL.SUS_PROT_CONV_FATURA_TIT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20070] TABLE COMERCIAL.SUS_REGISTRO (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:06] [20071] TABLE COMERCIAL.SUS_REGISTRO_CIVIL (owner: COMERCIAL, 207 rows)
[2022-07-08 01:24:06] [20072] TABLE COMERCIAL.SUS_REGRA (owner: COMERCIAL, 36 rows)
[2022-07-08 01:24:06] [20073] TABLE COMERCIAL.SUS_REGRA_AGRUP_PROC (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20074] TABLE COMERCIAL.SUS_REGRA_CIRURGIA_ELETIVA (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:06] [20075] TABLE COMERCIAL.SUS_REGRA_CIRUR_ELET_PROC (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20076] TABLE COMERCIAL.SUS_REGRA_CLINICA_MEDICA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20077] TABLE COMERCIAL.SUS_REGRA_CNES_PROC_AIH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20078] TABLE COMERCIAL.SUS_REGRA_COMUN_STAT_LAUDO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20079] TABLE COMERCIAL.SUS_REGRA_CONSIST_PROC_BPA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20080] TABLE COMERCIAL.SUS_REGRA_DIARIA_UTI_MES (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20081] TABLE COMERCIAL.SUS_REGRA_DOC_VALOR (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:06] [20082] TABLE COMERCIAL.SUS_REGRA_ESPEC_AIH_PROC (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:06] [20083] TABLE COMERCIAL.SUS_REGRA_ESTRUT_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20084] TABLE COMERCIAL.SUS_REGRA_EXAME_RESULT (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:06] [20085] TABLE COMERCIAL.SUS_REGRA_EXPORTACAO_AIH (owner: COMERCIAL, 11 rows)
[2022-07-08 01:24:06] [20086] TABLE COMERCIAL.SUS_REGRA_EXPORTACAO_BPA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20087] TABLE COMERCIAL.SUS_REGRA_EXPORTA_LEITO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20088] TABLE COMERCIAL.SUS_REGRA_EXP_EXEC (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:06] [20089] TABLE COMERCIAL.SUS_REGRA_EXP_PARAM_APAC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20090] TABLE COMERCIAL.SUS_REGRA_EXP_PREST (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:06] [20091] TABLE COMERCIAL.SUS_REGRA_FATURA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20092] TABLE COMERCIAL.SUS_REGRA_FATURA_ITEM (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20093] TABLE COMERCIAL.SUS_REGRA_FUNC_PARTIC_CIR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20094] TABLE COMERCIAL.SUS_REGRA_GERAR_PROC_LAUDO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20095] TABLE COMERCIAL.SUS_REGRA_LAUDO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20096] TABLE COMERCIAL.SUS_REGRA_LAUDO_AIH_ESP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20097] TABLE COMERCIAL.SUS_REGRA_MEDICO_AIH (owner: COMERCIAL, 7 rows)
[2022-07-08 01:24:06] [20098] TABLE COMERCIAL.SUS_REGRA_MIN_AIH_PROT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20099] TABLE COMERCIAL.SUS_REGRA_MOT_ENC_LAUDO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20100] TABLE COMERCIAL.SUS_REGRA_NIVEL_APUR_FPO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20101] TABLE COMERCIAL.SUS_REGRA_PERMANENCIA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20102] TABLE COMERCIAL.SUS_REGRA_PORTE_PROCED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20103] TABLE COMERCIAL.SUS_REGRA_PRESTADOR_ENVIO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20104] TABLE COMERCIAL.SUS_REGRA_PROC (owner: COMERCIAL, 1143 rows)
[2022-07-08 01:24:06] [20105] TABLE COMERCIAL.SUS_REGRA_PROC_ADIC_COMP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20106] TABLE COMERCIAL.SUS_REGRA_PROC_AIH_ESP (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20107] TABLE COMERCIAL.SUS_REGRA_PROC_CONSIST_UTI (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20108] TABLE COMERCIAL.SUS_REGRA_PROC_ESTOMIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20109] TABLE COMERCIAL.SUS_REGRA_PROC_GERA_APAC (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:06] [20110] TABLE COMERCIAL.SUS_REGRA_PROC_NCON_COMPAT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20111] TABLE COMERCIAL.SUS_REGRA_PROC_PRINC_SH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20112] TABLE COMERCIAL.SUS_REGRA_PROC_TROC_ATEND (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20113] TABLE COMERCIAL.SUS_REGRA_QTD_AUX_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20114] TABLE COMERCIAL.SUS_REGRA_RATEIO_SH (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:06] [20115] TABLE COMERCIAL.SUS_REGRA_RATEIO_SH_CRIT (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:06] [20116] TABLE COMERCIAL.SUS_REGRA_RATEIO_SP_BPA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20117] TABLE COMERCIAL.SUS_REGRA_SEQ_ONCOLOGIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20118] TABLE COMERCIAL.SUS_REGRA_SEQ_ONCO_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:06] [20119] TABLE COMERCIAL.SUS_REGRA_SERVICO_ATO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20120] TABLE COMERCIAL.SUS_REGRA_SETOR_EXP_AIH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20121] TABLE COMERCIAL.SUS_REGRA_SETOR_UTI (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20122] TABLE COMERCIAL.SUS_REGRA_SOLIC_LAUDO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:07] [20123] TABLE COMERCIAL.SUS_REGRA_SOLIC_PROC (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:07] [20124] TABLE COMERCIAL.SUS_REGRA_VALIDADE_APAC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20125] TABLE COMERCIAL.SUS_RETORNO_LAUDO_ACH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20126] TABLE COMERCIAL.SUS_RETORNO_LAUDO_AIH_WS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20127] TABLE COMERCIAL.SUS_RUBRICA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20128] TABLE COMERCIAL.SUS_SERVICO (owner: COMERCIAL, 67 rows)
[2022-07-08 01:24:07] [20129] TABLE COMERCIAL.SUS_SERVICO_CLASSIF (owner: COMERCIAL, 345 rows)
[2022-07-08 01:24:07] [20130] TABLE COMERCIAL.SUS_SERVICO_HOSPITAL (owner: COMERCIAL, 13 rows)
[2022-07-08 01:24:07] [20131] TABLE COMERCIAL.SUS_SERV_CLASSIF_HOSP (owner: COMERCIAL, 11 rows)
[2022-07-08 01:24:07] [20132] TABLE COMERCIAL.SUS_SIPAC (owner: COMERCIAL, 37 rows)
[2022-07-08 01:24:07] [20133] TABLE COMERCIAL.SUS_SIPAC_CREDENCIADA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20134] TABLE COMERCIAL.SUS_SIPAC_PROC (owner: COMERCIAL, 163 rows)
[2022-07-08 01:24:07] [20135] TABLE COMERCIAL.SUS_SITUACAO_LAUDO_WS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20136] TABLE COMERCIAL.SUS_STATUS_ARQ_TXT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20137] TABLE COMERCIAL.SUS_STATUS_IMPORT_TXT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20138] TABLE COMERCIAL.SUS_STATUS_LAUDO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20139] TABLE COMERCIAL.SUS_SUBGRUPO (owner: COMERCIAL, 82 rows)
[2022-07-08 01:24:07] [20140] TABLE COMERCIAL.SUS_SUBGRUPO_BPA (owner: COMERCIAL, 250 rows)
[2022-07-08 01:24:07] [20141] TABLE COMERCIAL.SUS_S_CD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20142] TABLE COMERCIAL.SUS_S_CDN (owner: COMERCIAL, 693 rows)
[2022-07-08 01:24:07] [20143] TABLE COMERCIAL.SUS_S_CDX (owner: COMERCIAL, 42211 rows)
[2022-07-08 01:24:07] [20144] TABLE COMERCIAL.SUS_S_PAEMA (owner: COMERCIAL, 10167 rows)
[2022-07-08 01:24:07] [20145] TABLE COMERCIAL.SUS_S_PANH (owner: COMERCIAL, 16117 rows)
[2022-07-08 01:24:07] [20146] TABLE COMERCIAL.SUS_S_PASRV (owner: COMERCIAL, 8294 rows)
[2022-07-08 01:24:07] [20147] TABLE COMERCIAL.SUS_S_SS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20148] TABLE COMERCIAL.SUS_S_UPS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20149] TABLE COMERCIAL.SUS_TELEFONE_PAC_WS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20150] TABLE COMERCIAL.SUS_TERAPIA_NUT (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:07] [20151] TABLE COMERCIAL.SUS_TERMO_INVALIDO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20152] TABLE COMERCIAL.SUS_TEXTO_PADRAO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:07] [20153] TABLE COMERCIAL.SUS_TIPO_LEITO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20154] TABLE COMERCIAL.SUS_TIPO_LEITO_UNIF (owner: COMERCIAL, 50 rows)
[2022-07-08 01:24:07] [20155] TABLE COMERCIAL.SUS_TIPO_LOGRADOURO (owner: COMERCIAL, 230 rows)
[2022-07-08 01:24:07] [20156] TABLE COMERCIAL.SUS_TIPO_PRESTADOR (owner: COMERCIAL, 8 rows)
[2022-07-08 01:24:07] [20157] TABLE COMERCIAL.SUS_TRAT_ANTERIOR (owner: COMERCIAL, 4 rows)
[2022-07-08 01:24:07] [20158] TABLE COMERCIAL.SUS_UF_HOSPITAL (owner: COMERCIAL, 27 rows)
[2022-07-08 01:24:07] [20159] TABLE COMERCIAL.SUS_UNIDADE_SAUDE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20160] TABLE COMERCIAL.SUS_VALOR_PORTE_PROCED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20161] TABLE COMERCIAL.SUS_VALOR_PROC_PACIENTE (owner: COMERCIAL, 114855 rows)
[2022-07-08 01:24:07] [20162] TABLE COMERCIAL.SV_INTEGRACAO_PHILIPS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20163] TABLE COMERCIAL.SWING_COMPONENTES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20164] TABLE COMERCIAL.SWING_COMP_ORDEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20165] TABLE COMERCIAL.SWISSLOG_PRESCR_ENVIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20166] TABLE COMERCIAL.SYNONYMS_DISEASE (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:07] [20167] TABLE COMERCIAL.SYNTAX_IMAGEM (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:07] [20168] TABLE COMERCIAL.SYSTEM_ARTIFACTS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20169] TABLE COMERCIAL.SYSTEM_ARTIFACT_LIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20170] TABLE COMERCIAL.SYSTEM_ARTIFACT_PERMISSION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20171] TABLE COMERCIAL.SYSTEM_OID (owner: COMERCIAL, 21 rows)
[2022-07-08 01:24:07] [20172] TABLE COMERCIAL.SYSTEM_TIMEZONE (owner: COMERCIAL, 538 rows)
[2022-07-08 01:24:07] [20173] TABLE COMERCIAL.SYS_JOURNAL_275668 (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20174] TABLE COMERCIAL.SYS_WS_LIT_BILLING (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20175] TABLE COMERCIAL.SYS_WS_LIT_INFIRMARY (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20176] TABLE COMERCIAL.SYS_WS_LIT_SERVICE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20177] TABLE COMERCIAL.SZG_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20178] TABLE COMERCIAL.SZI_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20179] TABLE COMERCIAL.TABELA_AMBIENTES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20180] TABLE COMERCIAL.TABELA_ATRIBUTO (owner: COMERCIAL, 362741 rows)
[2022-07-08 01:24:07] [20181] TABLE COMERCIAL.TABELA_ATRIBUTO_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20182] TABLE COMERCIAL.TABELA_ATRIBUTO_LINKED (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:07] [20183] TABLE COMERCIAL.TABELA_ATRIBUTO_REGRA_LD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20184] TABLE COMERCIAL.TABELA_ATRIB_REGRA (owner: COMERCIAL, 45344 rows)
[2022-07-08 01:24:07] [20185] TABLE COMERCIAL.TABELA_ATRIB_REGRA_WHEB (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:07] [20186] TABLE COMERCIAL.TABELA_COMP_ALIM (owner: COMERCIAL, 6 rows)
[2022-07-08 01:24:07] [20187] TABLE COMERCIAL.TABELA_CONVERSAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20188] TABLE COMERCIAL.TABELA_CONV_ATRIBUTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20189] TABLE COMERCIAL.TABELA_CRUD_PARAM (owner: COMERCIAL, 3046 rows)
[2022-07-08 01:24:07] [20190] TABLE COMERCIAL.TABELA_CUSTO (owner: COMERCIAL, 472 rows)
[2022-07-08 01:24:07] [20191] TABLE COMERCIAL.TABELA_CUSTO_ESTAB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20192] TABLE COMERCIAL.TABELA_EVOLUCAO (owner: COMERCIAL, 27 rows)
[2022-07-08 01:24:07] [20193] TABLE COMERCIAL.TABELA_EVOLUCAO_PERC (owner: COMERCIAL, 199 rows)
[2022-07-08 01:24:07] [20194] TABLE COMERCIAL.TABELA_EVOLUCAO_VALOR (owner: COMERCIAL, 12327 rows)
[2022-07-08 01:24:07] [20195] TABLE COMERCIAL.TABELA_EXPORT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20196] TABLE COMERCIAL.TABELA_GERAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20197] TABLE COMERCIAL.TABELA_LIMPEZA (owner: COMERCIAL, 6957 rows)
[2022-07-08 01:24:07] [20198] TABLE COMERCIAL.TABELA_MACRO (owner: COMERCIAL, 17 rows)
[2022-07-08 01:24:07] [20199] TABLE COMERCIAL.TABELA_PARAMETRO (owner: COMERCIAL, 1170 rows)
[2022-07-08 01:24:07] [20200] TABLE COMERCIAL.TABELA_PRECO_MATERIAL (owner: COMERCIAL, 24 rows)
[2022-07-08 01:24:07] [20201] TABLE COMERCIAL.TABELA_PRECO_MAT_NEG (owner: COMERCIAL, 6 rows)
[2022-07-08 01:24:07] [20202] TABLE COMERCIAL.TABELA_RAFAEL_TESTE (owner: COMERCIAL, 15 rows)
[2022-07-08 01:24:07] [20203] TABLE COMERCIAL.TABELA_RESPONSABILIDADE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20204] TABLE COMERCIAL.TABELA_SERVICO (owner: COMERCIAL, 134 rows)
[2022-07-08 01:24:07] [20205] TABLE COMERCIAL.TABELA_SERVICO_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20206] TABLE COMERCIAL.TABELA_SERVICO_NEG (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:07] [20207] TABLE COMERCIAL.TABELA_SISTEMA (owner: COMERCIAL, 22407 rows)
[2022-07-08 01:24:07] [20208] TABLE COMERCIAL.TABELA_SISTEMA_ATIVACAO (owner: COMERCIAL, 39538 rows)
[2022-07-08 01:24:07] [20209] TABLE COMERCIAL.TABELA_SISTEMA_CCB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20210] TABLE COMERCIAL.TABELA_SISTEMA_CONVERSAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20211] TABLE COMERCIAL.TABELA_SISTEMA_PERFIL (owner: COMERCIAL, 522142 rows)
[2022-07-08 01:24:07] [20212] TABLE COMERCIAL.TABELA_SISTEMA_PROC (owner: COMERCIAL, 15 rows)
[2022-07-08 01:24:07] [20213] TABLE COMERCIAL.TABELA_SISTEMA_REGRA (owner: COMERCIAL, 8 rows)
[2022-07-08 01:24:07] [20214] TABLE COMERCIAL.TABELA_USUARIO_REGRA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20215] TABLE COMERCIAL.TABELA_UTILIZADA (owner: COMERCIAL, 82 rows)
[2022-07-08 01:24:07] [20216] TABLE COMERCIAL.TABELA_VALIDACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20217] TABLE COMERCIAL.TABELA_VERSAO_OFFLINE_W (owner: COMERCIAL, 16878 rows)
[2022-07-08 01:24:07] [20218] TABLE COMERCIAL.TABELA_VERSIONAMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20219] TABLE COMERCIAL.TABELA_VERSIONAMENTO_REF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20220] TABLE COMERCIAL.TABELA_VISAO (owner: COMERCIAL, 60320 rows)
[2022-07-08 01:24:07] [20221] TABLE COMERCIAL.TABELA_VISAO_ANALISE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20222] TABLE COMERCIAL.TABELA_VISAO_ATRIBUTO (owner: COMERCIAL, 2370812 rows)
[2022-07-08 01:24:07] [20223] TABLE COMERCIAL.TABELA_VISAO_GRUPO (owner: COMERCIAL, 5428 rows)
[2022-07-08 01:24:07] [20224] TABLE COMERCIAL.TABELA_VISAO_PAIS (owner: COMERCIAL, 5029 rows)
[2022-07-08 01:24:07] [20225] TABLE COMERCIAL.TABELA_VISAO_UTILIZACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20226] TABLE COMERCIAL.TABLE_DECHARACTERIZATION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20227] TABLE COMERCIAL.TAB_ATRIBUTO_DESC_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20228] TABLE COMERCIAL.TAB_ATRIBUTO_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20229] TABLE COMERCIAL.TAB_ATRIB_REGRA_ITEM (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:07] [20230] TABLE COMERCIAL.TAB_ATRIB_REGRA_UNID_MED (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:07] [20231] TABLE COMERCIAL.TAB_MOVEMENT_BLOCK_RULE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20232] TABLE COMERCIAL.TAB_PAIS (owner: COMERCIAL, 812 rows)
[2022-07-08 01:24:07] [20233] TABLE COMERCIAL.TAB_PRECO_MATERIAL_HIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:07] [20234] TABLE COMERCIAL.TAB_PRECO_MAT_REGRA (owner: COMERCIAL, 15 rows)
[2022-07-08 01:24:07] [20235] TABLE COMERCIAL.TAB_SISTEMA_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20236] TABLE COMERCIAL.TAB_VISAO_ATRIB_ANALISE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20237] TABLE COMERCIAL.TAB_VISAO_SCHEMATIC (owner: COMERCIAL, 4394 rows)
[2022-07-08 01:24:08] [20238] TABLE COMERCIAL.TAMANHO_FILME_PADRAO (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:08] [20239] TABLE COMERCIAL.TAMANHO_MATGLOBAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20240] TABLE COMERCIAL.TAREFA_ENFERMAGEM (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:08] [20241] TABLE COMERCIAL.TAREFA_TASY (owner: COMERCIAL, 309 rows)
[2022-07-08 01:24:08] [20242] TABLE COMERCIAL.TASY_AJUSTE_BASE (owner: COMERCIAL, 2356 rows)
[2022-07-08 01:24:08] [20243] TABLE COMERCIAL.TASY_AJUSTE_VALOR_PADRAO (owner: COMERCIAL, 10626 rows)
[2022-07-08 01:24:08] [20244] TABLE COMERCIAL.TASY_ANALISE_ALTERACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20245] TABLE COMERCIAL.TASY_ARTEFATOS (owner: COMERCIAL, 0 rows)
